name,type,latitude,longitude,min_distance,risk_score
Boca Raton Fire / Rescue Station 3,fire_station,26.3495714,-80.0700612,6.2678702016956205,0.13759189036792324
Delray Beach Fire / Rescue Station 2,fire_station,26.4623971,-80.0595753,8.021287652276708,0.1108489207466552
Boynton Beach Fire / Rescue Station 2,fire_station,26.5135428,-80.0926613,9.641272709479848,0.0939737216873639
Fort Lauderdale Fire / Rescue Station 46,fire_station,26.1390826,-80.1544185,6.292528921776042,0.13712664162550312
Fort Lauderdale Fire / Rescue Station 47,fire_station,26.1094765,-80.1775806,2.474227128562387,0.2878338010139808
Fort Lauderdale Fire / Rescue Station 16,fire_station,26.1562966,-80.1393302,7.389386649435175,0.11919822530379218
Palm Beach Gardens Fire / Rescue Station 61,fire_station,26.8313976,-80.104398,3.5184283409560235,0.22131589228400086
Miami Fire / Rescue Station 4,fire_station,25.763063,-80.1969782,4.118336223879617,0.19537598865320652
Pembroke Park Fire Department,fire_station,25.9829892,-80.1950887,9.690379555753948,0.09354204822987448
Palm Beach Gardens Fire Department Station 65,fire_station,26.8646946,-80.0946276,3.9617755478294745,0.2015407570053122
Miami Fire / Rescue Department Support Service Division,fire_station,25.780652,-80.2142474,2.5813251634373247,0.2792262512796265
Pompano Beach Fire Department,fire_station,26.3139578,-80.1043814,1.6123128303639664,0.38280254507675976
Coconut Creek Fire Department,fire_station,26.2588062,-80.1876623,4.742837148258163,0.1741299594928103
Lauderhill Fire Department,fire_station,26.140253,-80.2048093,4.501610039642645,0.18176497294325764
Pahokee Fire Department Station 72,fire_station,26.823887,-80.6658103,9.117626351159851,0.09883741159163911
Coral Springs Fire Department Station 80,fire_station,26.2652787,-80.2653148,7.570362831876983,0.11668117436995272
Lauderhill Fire Rescue Station 57,fire_station,26.1507829,-80.2243793,6.148999568474411,0.13987971189840187
Palm Beach Fire Prevention,fire_station,26.7252659,-80.0382345,4.723951349904992,0.1747044897606613
Oakland Park Fire Prevention,fire_station,26.1728108,-80.1309318,8.665022888697798,0.103465869819035
Miami Fire / Rescue Station 6,fire_station,25.8103083,-80.2078653,1.39060881323021,0.41830348590106303
Miami Fire / Rescue Station 7,fire_station,25.7688408,-80.235005,4.928323601950443,0.1686817500432999
Miami Fire / Rescue Station 8,fire_station,25.7301748,-80.2412232,5.321046596053737,0.15820164980658508
Miami Fire / Rescue Station 9,fire_station,25.8330092,-80.1946316,3.7095822244443855,0.21233305893029084
Palm Beach Fire Department Main,fire_station,26.7253225,-80.0382211,4.726627156821422,0.17462285785601106
South Bay Fire Department Station 74,fire_station,26.6613646,-80.7133432,13.171401150675928,0.0705646526668468
Belle Glade Fire Department Station 73,fire_station,26.681306,-80.6701141,11.414829212174414,0.08054883260249486
Fort Lauderdale Fire / Rescue Stations 2 and 8,fire_station,26.1236819,-80.1493137,5.583714883047133,0.1518899311048493
Coral Gables Fire Department Station 3,fire_station,25.6632934,-80.2823615,4.447880947832652,0.1835576088346485
Deerfield Beach Fire Station 4,fire_station,26.3177296,-80.0913457,2.151911288823769,0.317267812563716
Davie Fire / Rescue Station 68,fire_station,26.0756844,-80.3132771,9.072943205457934,0.09927585012671956
Dania Beach Fire / Rescue,fire_station,26.052975,-80.1451109,6.902274598399519,0.12654584291496707
Royal Palm Beach Fire Department Station 28,fire_station,26.704044,-80.2289124,12.793257760367387,0.07249918890614314
South Palm Beach Fire Department (closed),fire_station,26.5926276,-80.0396601,4.027658020300357,0.19889976525099037
Logger's Run Fire Department Station 58,fire_station,26.3637816,-80.2390195,5.597064710006068,0.15158256648343232
Boca Del Mar Fire Department Station 55,fire_station,26.3559288,-80.1499721,6.985436939329824,0.1252279628024869
Trauma Hawk Fire Department,fire_station,26.6785178,-80.1078623,2.5131778995523746,0.28464257392926595
Palm Beach International Airport Fire Department Station 81,fire_station,26.6848291,-80.0921787,1.8572729424965426,0.3499840652696798
West Boca Fire Department Station 51,fire_station,26.3387909,-80.203867,4.3305363461351725,0.18759838317677646
Pheasant Walk Fire Department Station 52,fire_station,26.4156462,-80.1163675,2.3841045884215033,0.29549914131538246
Hypotec,fire_station,26.3953434,-80.2052071,0.7328603066349823,0.5770805622190552
Century Village Fire Department Station 53,fire_station,26.3812292,-80.1860989,2.5047381601847913,0.28532802003881336
Miami Lakes Fire Department Station 1,fire_station,25.9241938,-80.3097853,2.86271779159248,0.2588850788366112
Palm Beach County Fire Rescue Station 43,fire_station,26.5918779,-80.114244,1.6797214679731203,0.37317311218780397
West Kendall Fire Department Station 57,fire_station,25.6888106,-80.4010428,10.200642436271565,0.0892805931168424
Bunche Park Fire Department Station 54,fire_station,25.913319,-80.2446517,5.730650130530585,0.1485740575734203
Lantana Fire Department Station 37,fire_station,26.5764248,-80.055459,5.146618198566599,0.16269108763469342
Richmond Fire Department Station 43,fire_station,25.6259156,-80.4099823,9.474777580720296,0.09546742088734977
Palm Springs North Fire Department Station 44,fire_station,25.9418822,-80.3265637,5.3615269378427985,0.15719496431765503
Doral Fire Department Station 45,fire_station,25.8256847,-80.3543937,9.894750521949968,0.09178732436188154
West Bird Fire Department Station 37,fire_station,25.7280366,-80.4240749,11.038143205911668,0.08306928924960139
Norland Fire Department Station 38,fire_station,25.9565681,-80.2113655,10.868738702505338,0.08425495118440116
Seaport / Port of Miami Fire Department Station 39,fire_station,25.7748819,-80.169651,4.127213220812538,0.19503772457536384
Kings Point Fire Department 45,fire_station,26.4470162,-80.1462567,6.967663931492175,0.1255073015877969
Boynton Beach Fire Department Station 46,fire_station,26.5207674,-80.1469535,5.761331069525704,0.14789987203956698
West Boynton Fire Department Station 47,fire_station,26.5267322,-80.1692538,4.2655325858031015,0.18991431231404668
Medley Fire Department Station 46,fire_station,25.8701762,-80.3644085,7.24668030617357,0.12126091504376461
Westchester Fire Department Station 47,fire_station,25.7477109,-80.3469564,7.090244898013273,0.1236056525613422
Pinecrest Fire Department Station 49,fire_station,25.6690508,-80.2849152,3.758748506865594,0.21013928316599817
Palm Beach County Fire Rescue Station 23 (Century Village),fire_station,26.7084253,-80.1269971,2.8406803222076453,0.26037053753674405
West Palm Beach Fire / Rescue Station 17,fire_station,26.7981255,-80.1368357,3.6619475740451994,0.21450262666345132
Palm Beach County Fire Rescue Station 29,fire_station,26.6920486,-80.2033183,10.301840402571129,0.08848116451657763
Palm Beach County Fire Rescue Station 27,fire_station,26.6303859,-80.2615641,15.738141898803331,0.05974378793332452
Pam Beach County Fire Rescue Station 26,fire_station,26.7670213,-80.2560367,5.700190421495141,0.14924948950582975
Wellington Fire Department Station 25,fire_station,26.665787,-80.2356591,14.004784923651671,0.06664540712101276
Hammocks Fire Department Station 36,fire_station,25.6730912,-80.4436296,9.898914695922125,0.0917522549629785
Miami Springs Fire Department Station 35,fire_station,25.8213793,-80.2846311,8.798955019050855,0.10205169817147114
Palm Beach County Fire Rescue Station 41,fire_station,26.5125946,-80.1248418,7.608738430626505,0.11616103893253317
Cresthaven Fire Department Station 36,fire_station,26.6372331,-80.1141519,4.372626289775721,0.1861287098831035
Benoist Farms Fire Department Station 34,fire_station,26.6756252,-80.1747445,7.90495941683342,0.11229697443759909
Cotton Bay Fire Department Station 33,fire_station,26.6650615,-80.1040647,3.905917184302688,0.20383548324045692
Palm Beach County Fire Rescue Station 32,fire_station,26.6169225,-80.1565413,5.927812910570826,0.14434569941606631
Boynton Beach Fire / Rescue Station 4,fire_station,26.5116015,-80.0599077,10.607562371912094,0.08615073242421628
Jupiter Fire Department Station 11,fire_station,26.9624466,-80.0955981,4.198467796584112,0.19236437333652331
Riviera Beach Fire / Rescue Station 3,fire_station,26.7987966,-80.0339147,6.560432606691922,0.13226756351414015
Riviera Beach Fire / Rescue Station 4,fire_station,26.7868739,-80.1075767,1.6419089726857228,0.3785141768088307
Delray Beach Fire / Rescue Station 6,fire_station,26.4106154,-80.0651608,3.665056567712842,0.2143596729182374
Wellington Fire Department Station 20,fire_station,26.6680782,-80.2828927,14.767086841472908,0.06342325694367669
Palm Beach County Fire Rescue Station 22,fire_station,26.7555215,-80.306391,4.98630984265667,0.16704781848649
Richard Road Fire Department,fire_station,26.8139108,-80.0813381,2.4130670794441604,0.29299160453736417
Jupiter Fire Department Station 16,fire_station,26.9002014,-80.1034808,0.34589324472391847,0.7430009801446985
Jupiter Fire Department Station 18,fire_station,26.9398972,-80.0832692,4.736341069313593,0.1743271517360559
Palm Beach County Fire Rescue Station 42,fire_station,26.4647796,-80.1619154,5.4502510014419405,0.15503272659877143
Juno Beach Fire / Rescue Station 15,fire_station,26.8658894,-80.0545964,5.8875948333435835,0.14518856352567272
Miami Beach Fire / Rescue Station 3,fire_station,25.8313812,-80.1213149,4.090018041700401,0.1964629578534724
Miami Beach Fire / Rescue Station 1,fire_station,25.7813468,-80.1370289,4.24806325318657,0.19054648386579762
Palm Beach Gardens Fire / Rescue Station 62,fire_station,26.8391836,-80.0830962,4.668765466513111,0.17640525188548778
Palm Beach Gardens Fire / Rescue Station 63,fire_station,26.8097644,-80.1159455,1.919188966269175,0.342560900152358
Southwest Ranches Volunteer Fire / Rescue,fire_station,26.0618461,-80.3791285,4.726950516531429,0.17461299815903727
Central Broward Fire Department Station 14,fire_station,26.1322626,-80.1866911,3.8256234148041606,0.20722711120229076
Lauderdale by the Sea Fire Department Station 12,fire_station,26.1918856,-80.0972641,10.220861502864759,0.089119716854601
Pembroke Pines Fire / Rescue Station 79,fire_station,26.0070422,-80.4134981,8.680248783956781,0.10330313014860885
