name,type,latitude,longitude
Upper Captiva Fire Station #191,fire_station,26.6012527,-82.2204366
Sheriffs Dept,police,28.1145019,-81.640733
CVS Pharmacy,pharmacy,28.4605782,-82.6277879
Citgo,fuel,28.5355431,-82.6161744
Walgreens,pharmacy,28.7244468,-82.5519024
Speedway,fuel,28.0774758,-82.739645
Shell,fuel,28.0493989,-82.7380074
Speedway,fuel,28.1234129,-82.7395234
Shell,fuel,28.534016,-82.5112234
Fanning Springs FD,fire_station,29.5853678,-82.923856
Country Quick Stop,fuel,29.6117761,-82.9064452
Stop & Go,fuel,29.5822636,-82.9204414
Cheek Drugs,pharmacy,29.6329583,-83.1236157
Stone's BP,fuel,29.5272478,-82.8862628
Jiffy Food Store 2957,fuel,29.7543774,-82.8614619
Scaff's Market,fuel,29.751639,-82.8612552
Rock Bluff General Store,fuel,29.7955503,-82.9174565
Noble Food Mart,fuel,29.5914434,-82.9279582
7-Eleven,fuel,28.387102,-81.4240503
Sunrise Food Mart,fuel,29.6148153,-82.8010729
CVS Pharmacy,pharmacy,26.4087544,-80.1221998
Murphy's Gas Station,fuel,26.43583,-80.1226075
BP,fuel,26.3945585,-80.1031808
Mobil,fuel,26.3947962,-80.1146896
Sunoco,fuel,26.210758,-80.1234781
Valero,fuel,26.2113669,-80.1234299
7-Eleven,fuel,26.2107316,-80.1228961
Sunoco,fuel,27.828755,-82.6761
Walgreens,pharmacy,27.9966797,-82.5129329
Dixie County Fire Rescue District 1,fire_station,29.603707,-82.9799524
North Fort Myers Fire Station 3,fire_station,26.7010092,-81.8523827
Tice Fire Department Station 203,fire_station,26.6587233,-81.7319193
BP,fuel,27.894385,-82.708288
Shell,fuel,30.3241881,-81.4086102
CVS Pharmacy,pharmacy,30.3239565,-81.3998635
7-Eleven,fuel,28.4362357,-81.4047851
Speedway,fuel,28.4207483,-81.4051955
Walgreens,pharmacy,28.398109,-81.405279
CVS Pharmacy,pharmacy,28.0333329,-82.460323
GATE Gas Station,fuel,30.4112931,-81.5622317
Citgo,fuel,27.8062741,-82.6709826
Walgreens,pharmacy,27.8941578,-82.319548
Station #30,fire_station,26.6324875,-80.1975974
7-Eleven,fuel,28.2087478,-80.5975484
Brevard County Sheriff’s Office (West Precinct),police,28.2458398,-80.7370671
7-Eleven,fuel,27.9166014,-82.7139788
Marathon,fuel,27.916831,-82.756724
Lakeland Fire Department,fire_station,28.0072863,-81.9246145
CVS Pharmacy,pharmacy,27.944354,-82.505199
Sunoco,fuel,28.011002,-82.45241
RaceTrac,fuel,27.8939426,-82.7587572
RaceTrac,fuel,27.792574,-82.670821
Quick Pharmacy,pharmacy,27.7705836,-82.7282205
Chevron,fuel,30.4319031,-84.9819123
BP,fuel,30.4315066,-84.9819779
Exxon,fuel,30.4315123,-84.981309
7-Eleven,fuel,27.893823,-82.761742
Circle K,fuel,30.037592,-81.8978539
CVS Pharmacy,pharmacy,25.6876744,-80.1643928
Lehigh Acres Fire Dept. Station 104,fire_station,26.5986075,-81.6795994
Sam's Club Pharmacy,pharmacy,27.7888646,-82.3366798
BP,fuel,27.947603,-82.505273
Crows Corner,fuel,30.3886064,-84.6839804
Valero,fuel,30.3103455,-81.7057582
Walgreens,pharmacy,25.7747364,-80.132896
CVS Pharmacy,pharmacy,27.1719104,-80.2917588
Iona McGregor Fire Station #74,fire_station,26.5547054,-81.9048091
CVS Pharmacy,pharmacy,28.6738068,-81.467482
Health Mart & Compounding Pharmacy,pharmacy,30.2510899,-81.625646
Circle K,fuel,28.5577793,-80.7997471
Circle K,fuel,28.637368,-80.8466372
BP,fuel,27.810139,-82.654639
South Pavilion,shelter,28.066378,-82.8305149
North Pavilion,shelter,28.0672719,-82.8309295
BP,fuel,28.665873,-80.8723771
Chevron,fuel,28.6665084,-80.8719292
BP,fuel,28.6076062,-80.8183362
BP,fuel,28.773054,-80.892635
Speedway,fuel,28.5221809,-81.5880053
Walgreens,pharmacy,28.5052812,-81.5876626
Shell,fuel,28.4763276,-80.7796286
Thorntons,fuel,27.895055,-82.761829
Mobil,fuel,27.9503146,-80.6581542
Marathon,fuel,28.4327101,-80.7596816
BP,fuel,28.3737125,-80.8062048
Shell,fuel,28.3760182,-80.8026079
7-Eleven,fuel,27.879876,-82.820386
Shell,fuel,28.4132879,-80.7060096
7-Eleven,fuel,25.4599661,-80.4776581
Racetrac,fuel,26.5149141,-80.0777159
Taylor Food Mart,fuel,27.5210773,-81.4533121
CVS Pharmacy,pharmacy,25.7763415,-80.1881589
Walgreens,pharmacy,28.2660658,-80.717424
7-Eleven,fuel,28.2958862,-80.7421173
7-Eleven,fuel,28.2660012,-80.7187001
Walgreens,pharmacy,28.127332,-82.501492
Shell,fuel,28.104026,-82.50177
Shell,fuel,28.094259,-82.501662
Walgreens,pharmacy,25.8891173,-80.1626229
Radiant,fuel,28.088622,-82.4590295
Citgo,fuel,28.116963,-82.462259
Wawa,fuel,27.828844,-82.680049
4th Street Pharmacy,pharmacy,27.792308,-82.638826
Indian Rocks Beach_Pinellas County Sheriff's Substation ,police,27.8980094,-82.8459343
Walgreens,pharmacy,26.009893,-80.295629
Walgreens,pharmacy,30.097237,-83.5829889
Shelter 1,shelter,27.7860769,-82.7381104
Shelter 1,shelter,27.714596,-82.6537301
Shelter 2,shelter,27.7147548,-82.6537398
Shelter 3,shelter,27.7147094,-82.6534739
Shelter 4,shelter,27.7148569,-82.6534803
Shelter 5,shelter,27.7150043,-82.6534771
Shell,fuel,26.0621328,-80.3465919
Speedway,fuel,25.9793486,-80.3132544
CVS Pharmacy,pharmacy,25.9796596,-80.3124087
Exxon,fuel,26.1343485,-80.4003589
Citgo,fuel,30.340961,-87.403478
Shell,fuel,30.341454,-87.402769
"Comprehensive Spine Institute 1988 Gulf To Bay Blvd., Clearwater, FL 33765",hospital,27.9607495,-82.7552756
CVS Pharmacy,pharmacy,28.045088,-82.583494
Sunoco,fuel,30.179217,-82.694833
Get-N-Go Chevron Station,fuel,26.7548677,-80.9791522
Navarro,pharmacy,25.9476709,-80.1212819
Gulf Breeze Volunteer Fire Department,fire_station,30.3603307,-87.1823049
CVS Pharmacy,pharmacy,25.7154589,-80.2751753
BP Gas Convenience Store,fuel,30.7525188,-86.6339109
Tom Thumb,fuel,30.45258,-86.9079272
BP,fuel,30.9498147,-85.4020885
Spirit,fuel,30.9490497,-85.4026656
Love's,fuel,30.7489949,-85.3829277
Chevron,fuel,30.5699461,-85.127535
Big Bend Sporting Goods,fuel,30.4521723,-85.0547938
Sunoco,fuel,30.4522923,-85.0477678
Texaco,fuel,30.454602,-85.0451719
Quick Pic,fuel,30.4432805,-85.0574854
Chevron,fuel,30.4433643,-85.0580211
Sunoco,fuel,30.4435817,-85.0643291
Chevron,fuel,30.4428288,-85.0401757
Ard's,fuel,29.7381672,-84.8758395
Texaco,fuel,29.7418049,-84.8699894
BP,fuel,30.6167421,-86.9624135
Exxon,fuel,30.6205646,-86.9647095
Shell,fuel,30.6160958,-86.9617483
Exxon,fuel,29.8093616,-85.3021323
Shell,fuel,28.0999339,-82.693519
University of Miami Police Department,police,25.7127465,-80.2804864
SuperGas,fuel,27.93848,-82.775348
7-Eleven,fuel,27.835367,-82.687399
Mobil,fuel,27.1580171,-80.2462451
Marathon,fuel,27.1056198,-80.2630837
7-Eleven,fuel,27.9534085,-81.8712195
RaceWay,fuel,30.113958,-85.6002481
Speedway,fuel,27.886067,-82.7007233
Rally,fuel,27.886796,-82.700753
Sunoco,fuel,27.933503,-82.483252
7-Eleven,fuel,26.6924669,-80.1121487
BP,fuel,26.6915994,-80.1119556
Walgreens,pharmacy,27.2612509,-82.5224978
Walgreens,pharmacy,26.6505096,-80.2103895
Marathon,fuel,28.231309,-81.649635
RaceTrac,fuel,28.2241322,-81.6455609
Sunoco,fuel,28.234235,-81.650198
Murphy USA,fuel,28.125265,-81.639002
7-Eleven,fuel,28.2372252,-81.652317
BP,fuel,28.546212,-81.413111
7-Eleven,fuel,27.675379,-80.363686
Shell,fuel,27.4251635,-80.360801
Speedway,fuel,28.2833097,-81.3512815
7-Eleven,fuel,28.293411,-81.364003
Historic Uptown Gazebo,shelter,27.7795747,-82.6397557
CVS Pharmacy,pharmacy,28.3567559,-81.4951976
Nex Sherman,fuel,30.3489215,-87.3099937
Murphy USA,fuel,28.1445381,-81.4474974
Marathon,fuel,28.1458968,-81.4521366
Sunoco,fuel,28.533172,-82.491425
RaceTrac,fuel,28.5414866,-82.4625763
Walgreens,pharmacy,28.5395023,-82.4031775
Hess,fuel,28.5431264,-82.3687376
Speedway,fuel,28.522777,-82.3036304
Citgo,fuel,28.1136227,-81.5599236
BP,fuel,28.1143376,-81.6175219
First Choice Pharmacy,pharmacy,28.1133925,-81.6188862
Speedway,fuel,28.4340941,-82.4622621
Shell,fuel,28.2268088,-82.4572594
CVS Pharmacy,pharmacy,28.5408005,-82.402654
Shell,fuel,28.5082767,-82.1693941
Walgreens,pharmacy,26.5121978,-80.1240823
Walgreens,pharmacy,26.6279798,-80.0573582
7-Eleven,fuel,26.5120512,-80.1228651
CVS Pharmacy,pharmacy,26.1675392,-80.2967664
Shell,fuel,26.168779,-80.2967637
Chevron,fuel,26.1688224,-80.283201
Marathon,fuel,26.1533161,-80.2823142
7-Eleven,fuel,26.1523146,-80.2821791
Chevron,fuel,26.1532476,-80.2832845
Shell,fuel,26.1465,-80.3308478
Chevron,fuel,26.1453563,-80.3196925
Walgreens,pharmacy,26.513055,-80.0586234
Speedway,fuel,28.2554258,-81.3187286
Circle K,fuel,28.2539954,-81.3187962
Hess Express,fuel,26.6121843,-81.862439
Walgreens,pharmacy,26.6670277,-81.8277275
Citgo,fuel,28.3828523,-81.404037
7-Eleven,fuel,28.3790817,-81.4050522
Marathon,fuel,25.9704166,-80.1434367
CVS,pharmacy,27.9791354,-81.6613214
7-Eleven,fuel,27.9789689,-81.6602612
Marathon,fuel,28.081128,-81.6500735
Shell,fuel,28.3826125,-80.6052728
Mobil,fuel,28.3902247,-80.607338
7-Eleven,fuel,28.4468131,-81.2639227
Gate,fuel,30.281884,-81.651541
CVS Pharmacy,pharmacy,26.1739117,-80.0992114
CVS Pharmacy,pharmacy,28.8509488,-81.5521942
BP,fuel,28.6071339,-81.2080384
Walgreens,pharmacy,26.5632579,-81.9574275
Walgreens,pharmacy,28.9109223,-81.2602549
Walgreens,pharmacy,25.7721403,-80.3316889
Shell,fuel,25.7988529,-80.2639795
Wawa,fuel,27.8053855,-82.6800002
Prime Pharmacy,pharmacy,27.8384195,-82.7875205
Shelter 11,shelter,28.0969449,-82.7078815
Shelter 12,shelter,28.0957927,-82.7072355
Shelter 13,shelter,28.0948585,-82.7068754
Shelter 4,shelter,28.0926848,-82.7073591
Shelter 5,shelter,28.0936844,-82.7072849
Marathon,fuel,27.9441204,-80.4958263
Tom Thumb,fuel,30.4227132,-86.6139235
7-Eleven,fuel,26.5561021,-81.8722482
RaceTrac,fuel,26.6588441,-81.9414938
Weavers Corner Pharmacy,pharmacy,26.6831875,-81.8827388
Navarro Discount Pharmacy,pharmacy,25.6719996,-80.4318745
CVS Pharmacy,pharmacy,25.6721681,-80.4426716
Walgreens,pharmacy,25.6837952,-80.4303326
CVS Pharmacy,pharmacy,25.6899637,-80.3880515
CVS Pharmacy,pharmacy,25.7136744,-80.4184911
CVS Pharmacy,pharmacy,25.7596824,-80.4196257
Walgreens,pharmacy,25.7331225,-80.3672383
CVS Pharmacy,pharmacy,25.664129,-80.4058767
CVS Pharmacy,pharmacy,25.886617,-80.1238351
CVS Pharmacy,pharmacy,25.8584569,-80.1823288
Murphy Express,fuel,30.3985627,-87.277118
Sam's Club,fuel,28.0963591,-82.5016453
Tom Thumb,fuel,30.1999403,-85.8199313
UF Health Shands Psychiatric Hospital,hospital,29.6917937,-82.4361118
CVS Pharmacy,pharmacy,30.388083,-87.2792572
Nex,fuel,30.4002732,-87.2880814
BP,fuel,30.4115522,-87.241313
Total Buy Store,fuel,30.4517173,-84.280183
Walgreens,pharmacy,27.2680074,-82.4997761
CVS Pharmacy,pharmacy,27.2993711,-82.5319113
CVS Pharmacy,pharmacy,27.9896685,-82.7322952
CVS Pharmacy,pharmacy,28.1125801,-81.945263
Eastwood Pharmacy,pharmacy,30.4571029,-84.2374927
Sunoco,fuel,28.044339,-82.681314
BP,fuel,25.8474488,-80.2069614
Chevron,fuel,25.88789,-80.1448362
Lake Ella Pharmacy,pharmacy,30.4629765,-84.281821
Liberty,fuel,28.3396716,-82.6170223
Chevron,fuel,26.3487789,-80.2272626
Walgreens,pharmacy,28.7557696,-81.2869304
CVS Pharmacy,pharmacy,28.7574094,-81.2878614
Walgreens,pharmacy,28.5473742,-81.745661
Gate,fuel,30.2554143,-81.5835725
CVS Pharmacy,pharmacy,28.7829036,-81.3485043
Publix,pharmacy,28.7874882,-81.3574556
Walgreens,pharmacy,28.7856292,-81.3588555
North Beach Pavilion Area,shelter,30.4581555,-81.4131653
South Beach Pavilion Area,shelter,30.4328212,-81.4105367
Pavilions,shelter,27.5378984,-80.3159689
Pavilions,shelter,27.539097,-80.3164383
7-Eleven,fuel,28.6691302,-81.443294
CVS Pharmacy,pharmacy,26.0141363,-80.1736654
Walgreens,pharmacy,26.0113093,-80.1803551
Chevron,fuel,26.2608255,-80.1402185
Legacy Pharmacy,pharmacy,28.922727,-81.2970165
Marathon,fuel,29.6029492,-82.3711498
Crystal River Police Department,police,28.9003056,-82.5950727
Walgreens,pharmacy,26.7534959,-80.0566878
Shell,fuel,25.7726312,-80.2394077
Walgreens,pharmacy,25.7719539,-80.2394866
Shell,fuel,27.0866222,-82.1561241
Walgreens,pharmacy,27.1248637,-80.2515369
7-Eleven,fuel,26.3308179,-81.8274897
Walgreens,pharmacy,26.32984,-81.806501
Marathon,fuel,29.636521,-83.131342
Sunoco,fuel,29.777251,-83.326041
Shell,fuel,28.950843,-82.626611
RaceTrac,fuel,26.6213447,-81.7503115
7-Eleven,fuel,26.6168584,-81.6831221
Murphy USA,fuel,26.6146463,-81.6646717
Mobil,fuel,30.4237973,-86.6494311
PURE,fuel,30.4256873,-86.8676199
Mobil,fuel,26.3672096,-80.0846159
Ocean Powerfuels,fuel,25.443507,-80.475455
Citgo,fuel,25.4421881,-80.4747681
Dolphin Fuels,fuel,25.443063,-80.474591
Mobil,fuel,25.6740618,-80.319669
Hendry Regional Convenient Care Center,hospital,26.7551491,-81.4387689
K&M Drugs,pharmacy,26.7609937,-81.4402808
RaceTrac,fuel,27.489477,-82.562436
RaceTrac,fuel,27.529055,-82.560046
Walgreens,pharmacy,25.7537417,-80.36752
CVS Pharmacy,pharmacy,25.755008,-80.3668214
BP,fuel,26.100587,-80.136421
BP,fuel,27.2121604,-81.8503233
CVS Pharmacy,pharmacy,26.3938624,-80.0841123
Sunoco,fuel,27.2249537,-81.8885813
Wakulla County Sheriff,police,30.1966138,-84.3772545
Walgreens,pharmacy,25.7349006,-80.2870516
BP,fuel,28.5648285,-81.1866406
Sunoco,fuel,26.3671819,-80.0781099
Shell,fuel,26.168901,-80.266993
Shell,fuel,30.0604398,-81.5146637
Walgreens,pharmacy,30.0589474,-81.5312038
BJ's,fuel,26.239421,-80.2453583
Mobil,fuel,26.2966712,-80.2503557
Chevron,fuel,26.2871546,-80.2352464
Valero,fuel,26.3687501,-80.0897349
CVS Pharmacy,pharmacy,26.3702107,-80.0762915
Kangaroo Express,fuel,28.2086309,-80.6061196
Mobil,fuel,26.286365,-80.2497497
Walgreens,pharmacy,28.5731338,-81.5166595
Kangaroo Express,fuel,29.6151834,-82.3410927
UWF Police Department,police,30.5445804,-87.2123939
Pensacola Fire Department Station #3,fire_station,30.4571393,-87.1862991
Speedway,fuel,28.4342455,-82.5481715
Circle K,fuel,28.0474658,-82.2488092
301 Deli Mart,fuel,28.0546633,-82.3277076
Mobil,fuel,26.3102864,-80.2015835
Cocoa Beach Fire Department Station 51,fire_station,28.3174495,-80.6104407
City of Fort Myers Fire Department Station 16,fire_station,26.609831,-81.8404367
BP,fuel,26.7831326,-80.1077136
7-Eleven,fuel,26.7838467,-80.106887
CF,fuel,26.7830747,-80.1068339
RaceTrac,fuel,26.7838693,-80.1026914
Fire Rescue Station #62,fire_station,29.5862363,-82.0867856
CVS Pharmacy,pharmacy,30.319409,-87.424869
Kangaroo Express,fuel,29.6165268,-82.388941
Pensacola State College Public Safety Department,police,30.4823633,-87.200463
Chevron,fuel,28.3260257,-80.6096342
Springhead,fire_station,27.9677095,-82.0752074
CVS Pharmacy,pharmacy,28.4772075,-80.7696223
Kangaroo,fuel,28.4681287,-80.7999166
circle k,fuel,30.4489898,-86.6240771
Escambia Fire Rescue Station 19,fire_station,30.291704,-87.4694629
Mobil,fuel,26.6178948,-80.1746907
Chevron,fuel,26.6516859,-80.2335845
North Collier Fire District Station 48,fire_station,26.2981695,-81.7615971
Best Drugs,pharmacy,29.6130962,-82.8145298
Country Quick Stop,fuel,29.7507101,-82.860743
Shell,fuel,29.6012383,-82.981494
Cortez Drugs,pharmacy,28.5323211,-82.5265938
Wawa,fuel,28.5328698,-82.5132382
Ambulatory Care Center (ACC) Pharmacy,pharmacy,25.7911634,-80.2121009
Fire Station 44 VPSD,fire_station,28.8598624,-81.9608318
Fire Station 45 VPSD,fire_station,28.8466738,-82.0134343
Fire Station 41 VPSD,fire_station,28.9196674,-81.9707033
Fire Station 40 VPSD,fire_station,28.9268857,-82.0145906
Fire Station 42 VPSD,fire_station,28.9669229,-81.9999354
Brookdale Cape Coral Assisted Living,social_facility,26.6256356,-81.9568798
Citgo,fuel,28.375902,-82.203787
Speedway,fuel,28.5528373,-82.4212538
Chevron,fuel,28.455164,-82.186315
7-Eleven,fuel,28.534508,-82.472717
Shell,fuel,28.328116,-82.188158
Sunoco,fuel,28.3930934,-82.1954689
South Regional Office,police,29.7591327,-81.3106712
Walgreens,pharmacy,26.3401325,-80.0919264
Costco Gas,fuel,26.4887098,-81.7854675
Mobil,fuel,26.3941047,-80.083083
Shell,fuel,27.8733316,-82.5058668
BP,fuel,30.299208,-81.7668381
Marathon,fuel,27.9273813,-82.7880878
CVS Pharmacy,pharmacy,30.1997725,-81.8250689
Shell,fuel,25.9800942,-80.3589092
Sunoco,fuel,26.6111411,-81.9744974
Sunoco,fuel,26.6112692,-81.9746939
Marathon,fuel,26.6121285,-81.9745315
Oakland Center Chevron,fuel,28.5517571,-81.6275694
Oakland Fire Station,fire_station,28.5564932,-81.6271086
7-Eleven,fuel,28.5465385,-81.6418254
Barney's,fuel,26.7076034,-80.1567487
BP,fuel,29.6036812,-82.4128893
Eau Gallie Discount,pharmacy,28.1389612,-80.5818201
Walgreens,pharmacy,26.0482701,-80.1797963
Florida Medical Plaza,hospital,28.574905,-81.3719126
CVS Pharmacy,pharmacy,26.2730499,-80.2652945
CVS Pharmacy,pharmacy,25.8402512,-80.3706803
Exxon,fuel,25.8704661,-80.3639275
Valero,fuel,25.8705762,-80.3650394
Citgo,fuel,26.7547966,-80.9783482
Palm Beach 74 Fire Station,fire_station,26.6730836,-80.7201206
Publix Pharmacy,pharmacy,25.8421065,-80.3687241
Chevron,fuel,25.8263926,-80.3614445
Citgo,fuel,25.8969816,-80.3788814
Walgreens,pharmacy,25.8919893,-80.3506378
Murphy,fuel,25.8573437,-80.3234348
RaceTrac,fuel,26.6817889,-81.905839
RaceTrac,fuel,28.5105373,-81.2380116
Publix,pharmacy,27.2233578,-80.2624901
Shell,fuel,28.5609165,-81.129124
Kangaroo Express,fuel,28.5649447,-81.1625179
Manatee County Sheriff's Office Operation Center,police,27.4697387,-82.5667991
Manatee County Sheriff's Office District 1,police,27.4704626,-82.56789
Manatee County Sheriff's Office District 2,police,27.4406291,-82.5599384
Citgo,fuel,28.5556249,-81.1116234
Mobil,fuel,28.5525678,-81.1053477
RaceTrac,fuel,28.4503634,-81.3835414
RaceTrac,fuel,28.4507764,-81.438583
CVS Pharmacy,pharmacy,28.431755,-81.2575848
Marathon,fuel,28.4516659,-81.3555651
Shell,fuel,28.4720715,-81.4103712
Wawa,fuel,28.4328546,-81.256486
Winter Springs Pharmacy,pharmacy,28.648112,-81.2663117
RaceWay,fuel,27.5768937,-81.5138156
Chevron,fuel,26.1867879,-80.1870674
RaceTrac,fuel,28.0565101,-81.8168586
Mobil,fuel,28.6471401,-81.2670837
Shell,fuel,28.6472953,-81.2710776
Publix,pharmacy,28.6465996,-81.2698938
Citgo,fuel,27.4905349,-82.7069628
CVS Pharmacy,pharmacy,25.9453251,-80.1214617
7-Eleven,fuel,25.9576641,-80.2054034
7-Eleven,fuel,25.927777,-80.2020982
Marathon,fuel,25.9284324,-80.1844811
Shell,fuel,25.8136122,-80.1295131
Marathon,fuel,25.8833489,-80.2102787
Valero,fuel,25.9414193,-80.213479
CVS Pharmacy,pharmacy,28.4620358,-82.5399889
Costco Gasoline,fuel,26.2740665,-80.1483714
Sunoco,fuel,26.2504466,-80.1004057
RaceTrac,fuel,30.249133,-81.7582106
Westar,fuel,25.9278372,-80.2218927
Walgreens,pharmacy,25.8507765,-80.1204786
Walgreens,pharmacy,25.8593742,-80.1211735
CVS Pharmacy,pharmacy,25.8597121,-80.1211628
Marathon,fuel,29.6943516,-85.3739656
Shell,fuel,30.7817807,-85.2463004
Marathon,fuel,30.7826122,-85.2480377
Buy Rite Drugs,pharmacy,29.8117032,-85.3020812
Chevron,fuel,26.3950392,-80.0769162
Wawa,fuel,28.5088562,-81.3766688
Chevron,fuel,26.3195316,-80.2032441
Wawa,fuel,28.6101562,-81.4157775
7-Eleven,fuel,28.4508232,-81.3614253
7-Eleven,fuel,27.9987309,-80.6723063
West Melbourne Police Department,police,28.072753,-80.6716181
CVS Pharmacy,pharmacy,30.11391,-81.5923287
CVS Pharmacy,pharmacy,25.7665845,-80.2386202
CVS Pharmacy,pharmacy,26.1538682,-80.3193431
Marathon,fuel,26.7204815,-80.087623
Marathon,fuel,26.0631462,-80.2023665
Pilot,fuel,29.8142631,-82.1690665
U-Gas,fuel,25.5014256,-80.4446823
Publix,pharmacy,25.8529509,-80.1205349
Navarro's Pharmacy,pharmacy,25.8561938,-80.1246615
Flash Foods,fuel,30.657547,-81.453677
Flash Foods,fuel,30.6395082,-81.4581023
Flash Foods,fuel,30.6312175,-81.4689834
Circle K,fuel,30.5770567,-81.5180991
Flash Foods,fuel,30.6171986,-81.515313
Fire Station 70,fire_station,30.6167606,-81.5134315
Speedway,fuel,30.6309857,-81.4707807
Daily Mart,fuel,29.6359839,-82.3883851
Marathon,fuel,29.6669713,-82.339406
Golisano Children's Hospital of Southwest Florida,hospital,26.5070753,-81.9119717
Wawa,fuel,27.4472287,-82.5760967
CVS Pharmacy,pharmacy,25.7619442,-80.1914768
Marathon,fuel,30.1404201,-82.9513449
SCFR Mcalpin Station 2,fire_station,30.1591273,-82.9653625
Marathon,fuel,30.0381092,-82.9402157
S&S,fuel,30.2679331,-82.9883382
Cheek and Scott Drugs,pharmacy,30.2825043,-82.9883009
Walgreens,pharmacy,30.2822773,-82.9870778
Ready Freddy,fuel,30.3051133,-82.9850549
Suwannee County Sheriffs Office,police,30.2965686,-82.9621905
Suwannee County Fire Rescue,fire_station,30.3033799,-83.0269082
Live Oak Forestry Station,fire_station,30.3104745,-83.0208489
Gas Station,fuel,30.2995998,-82.9920772
Murphy USA,fuel,30.3236563,-82.9665085
Agriculture Station,police,30.3908902,-82.9393854
Gas Station,fuel,30.3879373,-82.9384259
Suwannee Forestry Center,fire_station,30.1857633,-82.594333
S & S Gas Station,fuel,30.1738457,-82.6711573
CVS Pharmacy,pharmacy,25.8134894,-80.1307186
Wawa,fuel,28.6795592,-81.5212523
Circle K;BP,fuel,28.6734374,-81.5058322
7-Eleven,fuel,28.686438,-81.5353759
RaceTrac,fuel,28.6724995,-81.4785039
BP,fuel,29.410383,-82.539998
Shell,fuel,29.5368985,-82.5187834
Circle K,fuel,29.654317,-82.4963998
Sunoco,fuel,28.6726608,-81.4829138
RaceTrac,fuel,28.6692057,-81.4922426
Sunoco,fuel,28.2455806,-81.2775657
Marathon,fuel,30.6608385,-85.0378824
Bay County Sheriff's Office Substation,police,30.2559258,-85.9418927
Mobil,fuel,28.5197737,-81.3853919
Kangaroo Express,fuel,29.6683885,-82.3238365
Wawa,fuel,28.2467699,-81.2566951
Walgreens,pharmacy,28.0184967,-80.6216101
Valero,fuel,26.2866661,-80.2507949
Sunoco,fuel,27.9980198,-80.6321712
RaceTrac,fuel,28.0783826,-80.7028548
Sunoco,fuel,29.6596337,-82.3305616
Sunoco,fuel,29.3868584,-82.4513152
Citgo,fuel,29.3877759,-82.4436578
Chevron,fuel,29.3878779,-82.4430775
tampa police,police,27.9405681,-82.5103611
CVS Pharmacy,pharmacy,28.245416,-81.2932743
Citgo,fuel,28.245419,-81.2955313
Texaco,fuel,26.7121626,-80.0961547
Mobil,fuel,27.0166955,-82.0523385
Solo Gas,fuel,26.2746788,-80.1315162
Chevron,fuel,26.2866662,-80.2013593
Mobil,fuel,26.2856127,-80.2024122
7-Eleven,fuel,26.2867337,-80.1847332
Chevron,fuel,26.3016268,-80.1320202
Shell,fuel,26.3036453,-80.1531063
Pharma Plus Drug Store,pharmacy,25.7646003,-80.2876372
Love's,fuel,30.734216,-86.3493747
Walgreens,pharmacy,26.1165019,-80.3313378
Shell,fuel,26.3067321,-80.2016108
Circle K,fuel,28.8507417,-81.9004711
JB's Food Mart,fuel,28.8591922,-81.8880204
Expressway,fuel,30.2918289,-85.6419536
Westar,fuel,25.7783721,-80.2637489
Mobil,fuel,30.2852499,-81.9824329
Speedway,fuel,26.1671176,-80.1007336
Chevron,fuel,26.3180365,-80.1834066
Marathon,fuel,26.3171105,-80.1776301
Mobil,fuel,26.3176606,-80.1205368
Ultimate Image Cosmetic Medical Center,hospital,28.0429661,-82.7390449
Shell,fuel,25.7613225,-80.351993
"Atlantic Beach Fire Department, station number 55",fire_station,30.3327356,-81.4028177
Cumberland Farms,fuel,28.8839558,-81.2394102
Collier County Sheriff,police,25.9098096,-81.3638897
Isles of Capri Fire Department,fire_station,25.9842054,-81.7271994
Marathon,fuel,26.0629627,-80.4330799
Mobil,fuel,26.2079772,-80.2368925
Shell,fuel,25.6707298,-80.4315415
Speedway,fuel,26.2079403,-80.2404464
Mobile,fuel,29.4157077,-82.1096886
Fire Rescue City of Miami,fire_station,25.8480132,-80.1757128
Logos Pharmacy,pharmacy,28.024582,-82.5825376
Sunoco,fuel,27.9818387,-82.1221019
7-Eleven,fuel,27.9885738,-82.1222172
Shell,fuel,27.9935076,-82.122037
RaceTrac,fuel,28.0254865,-82.1493157
Shell,fuel,26.1551795,-81.6850458
Wawa,fuel,28.811955,-81.3336855
Express Specialty Pharmacy,pharmacy,27.9281299,-82.5128546
Citgo,fuel,28.5536321,-81.3451631
RaceTrac,fuel,26.0904746,-80.1593904
Marathon,fuel,26.090242,-80.1604409
7-Eleven,fuel,26.0900656,-80.161225
Sunoco,fuel,26.0904832,-80.1625796
Mobil,fuel,26.0105492,-80.2079707
Chevron,fuel,26.0097423,-80.21199
Xtra Care Pharmacy,pharmacy,27.8869783,-82.3291947
Race Ways,fuel,30.3882162,-86.4752546
Dodge's,fuel,30.411941,-86.6037958
Walgreens,pharmacy,28.2468799,-81.2430217
Mobil Gas Station,fuel,25.9791319,-80.3733183
Country Corner – Sunoco Gas,fuel,30.3907032,-84.7982935
Chevron Gas – Food Mart,fuel,30.3903271,-84.7975438
Chevron,fuel,30.421236,-84.5423532
Picnic Pavillion number 2,shelter,28.442114,-81.5695126
Picnic Pavillion,shelter,28.442265,-81.5690191
Dr. Phillips Specialty Pharmacy,pharmacy,28.4530936,-81.4757214
Waco Travel Center,fuel,30.0865527,-83.571737
Indian river County Sheriff's Sub-Station,police,27.6427674,-80.4608952
